population,fit,lwr,upr
102e3,1.4602656335780329,-0.6058479767853973,3.526379243941463
103e3,1.4679536243805027,-0.5981598930554382,3.5340671418164433
104e3,1.4756416151829725,-0.5904718205075312,3.5417550508734763
105e3,1.4833296059854426,-0.582783759141678,3.5494429711125632
106e3,1.4910175967879127,-0.5750957089578792,3.5571309025337046
107e3,1.4987055875903825,-0.5674076699561359,3.5648188451369007
108e3,1.5063935783928524,-0.5597196421364492,3.572506798922154
109e3,1.5140815691953224,-0.5520316254988193,3.5801947638894642
11e4,1.5217695599977925,-0.5443436200432465,3.5878827400388316
111e3,1.5294575508002626,-0.5366556257697321,3.5955707273702573
112e3,1.5371455416027324,-0.5289676426782746,3.603258725883739
113e3,1.5448335324052023,-0.5212796707688749,3.6109467355792795
114e3,1.5525215232076723,-0.5135917100415326,3.6186347564568773
115e3,1.5602095140101424,-0.5059037604962469,3.6263227885165317
116e3,1.5678975048126123,-0.4982158221330175,3.634010831758242
117e3,1.575585495615082,-0.49052789495184346,3.6416988861820077
118e3,1.5832734864175522,-0.48283997895272357,3.649386951787828
119e3,1.5909614772200222,-0.4751520741356563,3.6570750285757008
12e4,1.5986494680224923,-0.46746418050064076,3.6647631165456254
121e3,1.6063374588249621,-0.45977629804767495,3.672451215697599
122e3,1.614025449627432,-0.4520884267767582,3.680139326031622
123e3,1.621713440429902,-0.44440056668788674,3.687827447547691
124e3,1.6294014312323721,-0.43671271778106036,3.6955155802458046
125e3,1.637089422034842,-0.4290248800562757,3.7032037241259594
126e3,1.6447774128373118,-0.42133705351353035,3.710891879188154
127e3,1.652465403639782,-0.41364923815282184,3.7185800454323856
128e3,1.660153394442252,-0.40596143397414686,3.726268222858651
129e3,1.6678413852447218,-0.3982736409775034,3.733956411466947
13e4,1.6755293760471919,-0.3905858591628866,3.7416446112572705
131e3,1.6832173668496617,-0.38289808853029506,3.7493328222296185
132e3,1.6909053576521318,-0.3752103290797235,3.757021044383987
133e3,1.6985933484546016,-0.3675225808111693,3.764709277720373
134e3,1.7062813392570717,-0.35983484372462793,3.772397522238771
135e3,1.7139693300595418,-0.35214711782009567,3.7800857779391794
136e3,1.7216573208620116,-0.3444594030975674,3.7877740448215906
137e3,1.7293453116644817,-0.33677169955703956,3.795462322886003
138e3,1.7370333024669515,-0.3290840071985073,3.80315061213241
139e3,1.7447212932694216,-0.3213963260219652,3.8108389125608086
14e4,1.7524092840718914,-0.31370865602740894,3.818527224171192
141e3,1.7600972748743615,-0.30602099721483356,3.8262155469635566
142e3,1.7677852656768314,-0.2983333495842324,3.8339038809378954
143e3,1.7754732564793014,-0.2906457131356006,3.8415922260942033
144e3,1.7831612472817715,-0.2829580878689326,3.849280582432476
145e3,1.7908492380842413,-0.2752704737842224,3.856968949952705
146e3,1.7985372288867114,-0.2675828708814634,3.864657328654886
147e3,1.8062252196891813,-0.25989527916065014,3.8723457185390124
148e3,1.8139132104916513,-0.25220769862177517,3.880034119605078
149e3,1.8216012012941212,-0.24452012926483313,3.8877225318530755
15e4,1.8292891920965912,-0.2368325710898156,3.895410955282998
151e3,1.836977182899061,-0.22914502409671678,3.903099389894839
152e3,1.8446651737015312,-0.2214574882855287,3.9107878356885912
153e3,1.852353164504001,-0.21376996365624468,3.9184762926642467
154e3,1.860041155306471,-0.2060824502088563,3.9261647608217984
155e3,1.8677291461089411,-0.19839494794335666,3.933853240161239
156e3,1.875417136911411,-0.19070745685973756,3.9415417306825598
157e3,1.883105127713881,-0.1830199769579901,3.9492302323857524
158e3,1.890793118516351,-0.17533250823810764,3.9569187452708094
159e3,1.898481109318821,-0.16764505070007996,3.964607269337722
16e4,1.9061691001212908,-0.1599576043438995,3.972295804586481
161e3,1.9138570909237609,-0.15227016916955693,3.9799843510170785
162e3,1.9215450817262307,-0.14458274517704295,3.9876729086295044
163e3,1.9292330725287008,-0.13689533236634954,3.995361477423751
164e3,1.9369210633311709,-0.12920793073746584,4.003050057399808
165e3,1.9446090541336407,-0.12152054029038406,4.010738648557665
166e3,1.9522970449361108,-0.11383316102509222,4.018427250897314
167e3,1.9599850357385806,-0.10614579294158233,4.026115864418744
168e3,1.9676730265410507,-0.09845843603984372,4.033804489121945
169e3,1.9753610173435205,-0.0907710903198653,4.041493125006906
17e4,1.9830490081459906,-0.08308375578163729,4.049181772073618
171e3,1.9907369989484605,-0.07539643242514948,4.05687043032207
172e3,1.9984249897509305,-0.06770912025038989,4.064559099752251
173e3,2.0061129805534006,-0.060021819257348064,4.072247780364149
174e3,2.01380097135587,-0.052334529446013356,4.079936472157754
175e3,2.0214889621583403,-0.044647250816373774,4.087625175133054
176e3,2.0291769529608104,-0.03695998336841688,4.095313889290038
177e3,2.0368649437632804,-0.02927272710213291,4.103002614628694
178e3,2.0445529345657505,-0.02158548201750854,4.1106913511490095
179e3,2.0522409253682206,-0.013898248114532219,4.118380098850974
18e4,2.05992891617069,-0.00621102539319196,4.126068857734572
181e3,2.0676169069731603,0.001476186146526004,4.1337576277997945
182e3,2.07530489777563,0.009163386504632332,4.141446409046628
183e3,2.0829928885781,0.01685057568114212,4.149135201475058
184e3,2.09068087938057,0.02453775367606692,4.156824005085073
185e3,2.09836887018304,0.032224920489420494,4.164512819876659
186e3,2.10605686098551,0.03991207612121617,4.172201645849804
187e3,2.11374485178798,0.04759922057146726,4.179890483004494
188e3,2.1214328425904503,0.0552863538401871,4.1875793313407135
189e3,2.12912083339292,0.06297347592739033,4.1952681908584495
19e4,2.13680882419539,0.07066058683309073,4.202957061557689
191e3,2.1444968149978596,0.07834768655730251,4.210645943438417
192e3,2.1521848058003297,0.08603477510004076,4.218334836500619
193e3,2.1598727966027997,0.0937218524613197,4.22602374074428
194e3,2.16756078740527,0.10140891864115398,4.233712656169386
195e3,2.17524877820774,0.1090959736395587,4.2414015827759215
196e3,2.18293676901021,0.1167830174565494,4.24909052056387
197e3,2.19062475981268,0.12447005009214163,4.256779469533218
198e3,2.1983127506151496,0.13215707154634915,4.26446842968395
199e3,2.2060007414176197,0.13984408181918973,4.27215740101605
2e5,2.2136887322200893,0.14753108091067846,4.279846383529501
201e3,2.2213767230225594,0.15521806882083178,4.2875353772242875
202e3,2.2290647138250295,0.16290504554966567,4.295224382100393
203e3,2.2367527046274995,0.17059201109719702,4.302913398157802
204e3,2.2444406954299696,0.17827896546344224,4.310602425396497
205e3,2.2521286862324397,0.18596590864841778,4.318291463816461
206e3,2.2598166770349097,0.19365284065214095,4.3259805134176785
207e3,2.2675046678373794,0.20133976147462862,4.33366957420013
208e3,2.2751926586398494,0.209026671115899,4.341358646163799
209e3,2.282880649442319,0.2167135695759681,4.34904772930867
21e4,2.290568640244789,0.22440045685485543,4.356736823634723
211e3,2.298256631047259,0.23208733295257833,4.36442592914194
212e3,2.3059446218497293,0.23977419786915455,4.372115045830304
213e3,2.3136326126521993,0.24746105160460274,4.379804173699796
214e3,2.3213206034546694,0.2551478941589411,4.387493312750397
215e3,2.3290085942571395,0.2628347255321879,4.395182462982091
216e3,2.336696585059609,0.27052154572436216,4.402871624394856
217e3,2.344384575862079,0.2782083547354839,4.410560796988674
218e3,2.352072566664549,0.28589515256557085,4.418249980763527
219e3,2.359760557467019,0.2935819392146435,4.425939175719394
22e4,2.367448548269489,0.3012687146827209,4.433628381856257
221e3,2.375136539071959,0.308955478969823,4.441317599174095
222e3,2.382824529874429,0.316642232075969,4.449006827672889
223e3,2.390512520676899,0.32432897400117966,4.456696067352619
224e3,2.398200511479369,0.3320157047454755,4.464385318213263
225e3,2.405888502281839,0.339702424308876,4.472074580254802
226e3,2.413576493084309,0.3473891326914025,4.479763853477215
227e3,2.4212644838867785,0.3550758298930754,4.487453137880482
228e3,2.4289524746892486,0.36276251591391695,4.49514243346458
229e3,2.4366404654917186,0.37044919075394667,4.502831740229491
23e4,2.4443284562941887,0.3781358544131872,4.51052105817519
231e3,2.452016447096659,0.385822506891659,4.518210387301659
232e3,2.459704437899129,0.39350914818938465,4.5258997276088735
233e3,2.467392428701599,0.401195778306386,4.533589079096812
234e3,2.4750804195040685,0.4088823972426838,4.541278441765453
235e3,2.4827684103065386,0.41656900499830263,4.548967815614775
236e3,2.4904564011090082,0.42425560157326236,4.556657200644754
237e3,2.4981443919114783,0.4319421869675879,4.564346596855369
238e3,2.5058323827139484,0.439628761181301,4.572036004246596
239e3,2.5135203735164184,0.44731532421442477,4.579725422818412
24e4,2.5212083643188885,0.4550018760669827,4.587414852570794
241e3,2.5288963551213586,0.4626884167389975,4.59510429350372
242e3,2.5365843459238286,0.4703749462304936,4.602793745617164
243e3,2.5442723367262983,0.4780614645414931,4.610483208911104
244e3,2.5519603275287683,0.48574797167202144,4.618172683385515
245e3,2.559648318331238,0.4934344676221025,4.625862169040373
246e3,2.567336309133708,0.5011209523917599,4.633551665875656
247e3,2.575024299936178,0.5088074259810194,4.641241173891337
248e3,2.582712290738648,0.5164938883899035,4.648930693087393
249e3,2.5904002815411182,0.5241803396184395,4.656620223463797
25e4,2.5980882723435883,0.5318667796666503,4.664309765020526
251e3,2.6057762631460584,0.5395532085345618,4.671999317757555
252e3,2.613464253948528,0.5472396262221997,4.679688881674856
253e3,2.621152244750998,0.5549260327295893,4.687378456772407
254e3,2.6288402355534677,0.5626124280567559,4.695068043050179
255e3,2.6365282263559378,0.5702988122037262,4.70275764050815
256e3,2.644216217158408,0.577985185170526,4.71044724914629
257e3,2.651904207960878,0.5856715469571818,4.718136868964574
258e3,2.659592198763348,0.5933578975637186,4.725826499962977
259e3,2.667280189565818,0.6010442369901652,4.733516142141471
26e4,2.674968180368288,0.6087305652365465,4.741205795500029
261e3,2.682656171170758,0.6164168823028913,4.748895460038625
262e3,2.6903441619732273,0.6241031881892241,4.756585135757231
263e3,2.6980321527756974,0.631789482895575,4.764274822655819
264e3,2.7057201435781675,0.6394757664219699,4.771964520734365
265e3,2.7134081343806375,0.647162038768438,4.779654229992837
266e3,2.7210961251831076,0.654848299935006,4.787343950431209
267e3,2.7287841159855777,0.6625345499217024,4.7950336820494535
268e3,2.7364721067880478,0.6702207887285545,4.8027234248475406
269e3,2.744160097590518,0.6779070163555923,4.810413178825444
27e4,2.751848088392988,0.6855932328028436,4.818102943983132
271e3,2.759536079195457,0.693279438070336,4.825792720320578
272e3,2.767224069997927,0.700965632158101,4.833482507837753
273e3,2.774912060800397,0.7086518150661663,4.841172306534628
274e3,2.7826000516028673,0.716337986794561,4.848862116411174
275e3,2.7902880424053373,0.7240241473433158,4.8565519374673585
276e3,2.7979760332078074,0.7317102967124591,4.864241769703156
277e3,2.8056640240102775,0.7393964349020221,4.871931613118533
278e3,2.8133520148127475,0.7470825619120336,4.879621467713461
279e3,2.8210400056152176,0.7547686777425242,4.8873113334879115
28e4,2.828727996417687,0.7624547823935242,4.895001210441849
281e3,2.836415987220157,0.770140875865065,4.902691098575248
282e3,2.844103978022627,0.7778269581571773,4.910380997888076
283e3,2.851791968825097,0.7855130292698913,4.918070908380303
284e3,2.859479959627567,0.7931990892032386,4.925760830051896
285e3,2.867167950430037,0.800885137957251,4.933450762902823
286e3,2.874855941232507,0.8085711755319589,4.941140706933055
287e3,2.8825439320349773,0.8162572019273955,4.948830662142559
288e3,2.8902319228374473,0.823943217143591,4.956520628531304
289e3,2.8979199136399165,0.8316292211805778,4.964210606099256
29e4,2.9056079044423866,0.8393152140383897,4.9719005948463835
291e3,2.9132958952448567,0.8470011957170573,4.979590594772656
292e3,2.9209838860473267,0.8546871662166144,4.9872806058780395
293e3,2.928671876849797,0.8623731255370939,4.9949706281625
294e3,2.936359867652267,0.8700590736785276,5.002660661626006
295e3,2.944047858454737,0.8777450106409495,5.010350706268524
296e3,2.951735849257207,0.8854309364243926,5.018040762090021
297e3,2.959423840059676,0.89311685102889,5.025730829090462
298e3,2.9671118308621462,0.9008027544544763,5.033420907269816
299e3,2.9747998216646163,0.9084886467011852,5.041110996628047
3e5,2.9824878124670864,0.916174527769051,5.048801097165121
301e3,2.9901758032695565,0.9238603976581068,5.056491208881006
302e3,2.9978637940720265,0.9315462563683883,5.064181331775664
303e3,3.0055517848744966,0.9392321038999296,5.071871465849064
304e3,3.0132397756769667,0.946917940252765,5.079561611101168
305e3,3.0209277664794367,0.9546037654269299,5.087251767531944
306e3,3.028615757281906,0.9622895794224586,5.094941935141353
307e3,3.036303748084376,0.9699753822393884,5.1026321139293636
308e3,3.043991738886846,0.9776611738777539,5.110322303895938
309e3,3.051679729689316,0.9853469543375897,5.118012505041042
31e4,3.059367720491786,0.9930327236189336,5.125702717364639
311e3,3.0670557112942562,1.0007184817218202,5.133392940866692
312e3,3.0747437020967263,1.0084042286462855,5.141083175547167
313e3,3.0824316928991964,1.0160899643923669,5.148773421406026
314e3,3.0901196837016665,1.023775688960101,5.156463678443232
315e3,3.0978076745041356,1.0314614023495232,5.1641539466587485
316e3,3.1054956653066057,1.0391471045606724,5.171844226052539
317e3,3.1131836561090758,1.046832795593585,5.1795345166245665
318e3,3.120871646911546,1.0545184754482975,5.187224818374794
319e3,3.128559637714016,1.0622041441248489,5.194915131303183
32e4,3.136247628516486,1.0698898016232756,5.202605455409696
321e3,3.143935619318956,1.077575447943616,5.210295790694296
322e3,3.151623610121426,1.085261083085908,5.217986137156944
323e3,3.159311600923896,1.0929467070501895,5.225676494797603
324e3,3.1669995917263654,1.1006323198364987,5.233366863616232
325e3,3.1746875825288354,1.108317921444876,5.241057243612795
326e3,3.1823755733313055,1.1160035118753586,5.248747634787252
327e3,3.1900635641337756,1.1236890911279862,5.256438037139565
328e3,3.1977515549362456,1.131374659202797,5.264128450669695
329e3,3.2054395457387157,1.139060216099831,5.2718188753776
33e4,3.2131275365411858,1.146745761819128,5.279509311263244
331e3,3.220815527343656,1.1544312963607268,5.287199758326585
332e3,3.228503518146126,1.1621168197246683,5.294890216567584
333e3,3.236191508948595,1.1698023319109905,5.3025806859862
334e3,3.243879499751065,1.177487832919736,5.310271166582394
335e3,3.2515674905535352,1.1851733227509444,5.3179616583561256
336e3,3.2592554813560053,1.1928588014046557,5.325652161307355
337e3,3.2669434721584754,1.2005442688809116,5.33334267543604
338e3,3.2746314629609454,1.2082297251797525,5.341033200742139
339e3,3.2823194537634155,1.2159151703012196,5.348723737225612
34e4,3.2900074445658856,1.2236006042453544,5.356414284886417
341e3,3.2976954353683556,1.2312860270121977,5.364104843724514
342e3,3.305383426170825,1.2389714386017907,5.371795413739859
343e3,3.313071416973295,1.2466568390141775,5.379485994932413
344e3,3.320759407775765,1.2543422282493988,5.387176587302131
345e3,3.328447398578235,1.2620276063074973,5.394867190848973
346e3,3.336135389380705,1.2697129731885144,5.402557805572895
347e3,3.343823380183175,1.277398328892493,5.410248431473857
348e3,3.3515113709856452,1.2850836734194768,5.417939068551814
349e3,3.3591993617881153,1.292769006769508,5.425629716806723
35e4,3.3668873525905854,1.3004543289426294,5.433320376238541
351e3,3.3745753433930545,1.3081396399388834,5.441011046847226
352e3,3.3822633341955246,1.3158249397583162,5.448701728632733
353e3,3.3899513249979947,1.3235102284009703,5.4563924215950195
354e3,3.3976393158004647,1.3311955058668885,5.4640831257340405
355e3,3.405327306602935,1.338880772156116,5.471773841049753
356e3,3.413015297405405,1.3465660272686963,5.479464567542113
357e3,3.420703288207875,1.3542512712046748,5.4871553052110755
358e3,3.428391279010345,1.3619365039640945,5.4948460540565955
359e3,3.436079269812815,1.3696217255470016,5.502536814078629
36e4,3.4437672606152843,1.3773069359534396,5.5102275852771285
361e3,3.4514552514177543,1.3849921351834547,5.5179183676520545
362e3,3.4591432422202244,1.3926773232370921,5.525609161203357
363e3,3.4668312330226945,1.4003625001143978,5.533299965930992
364e3,3.4745192238251645,1.408047665815416,5.540990781834913
365e3,3.4822072146276346,1.4157328203401933,5.548681608915076
366e3,3.4898952054301047,1.4234179636887765,5.556372447171433
367e3,3.4975831962325747,1.4311030958612103,5.564063296603939
368e3,3.505271187035045,1.4387882168575423,5.571754157212547
369e3,3.512959177837514,1.446473326677817,5.5794450289972115
37e4,3.520647168639984,1.4541584253220847,5.587135911957883
371e3,3.528335159442454,1.4618435127903893,5.5948268060945185
372e3,3.536023150244924,1.4695285890827794,5.602517711407069
373e3,3.5437111410473943,1.4772136541993017,5.610208627895487
374e3,3.5513991318498643,1.4848987081400038,5.617899555559725
375e3,3.5590871226523344,1.4925837509049336,5.625590494399735
376e3,3.5667751134548045,1.5002687824941385,5.63328144441547
377e3,3.5744631042572745,1.5079538029076667,5.640972405606883
378e3,3.5821510950597437,1.515638812145565,5.648663377973922
379e3,3.589839085862214,1.5233238102078852,5.656354361516542
38e4,3.597527076664684,1.5310087970946729,5.664045356234695
381e3,3.605215067467154,1.5386937728059782,5.67173636212833
382e3,3.612903058269624,1.5463787373418492,5.679427379197399
383e3,3.620591049072094,1.5540636907023355,5.687118407441853
384e3,3.628279039874564,1.561748632887486,5.694809446861642
385e3,3.635967030677034,1.5694335638973502,5.702500497456718
386e3,3.6436550214795043,1.5771184837319785,5.71019155922703
387e3,3.6513430122819734,1.5848033923914193,5.717882632172527
388e3,3.6590310030844435,1.5924882898757242,5.725573716293162
389e3,3.6667189938869136,1.600173176184943,5.733264811588884
39e4,3.6744069846893836,1.6078580513191247,5.740955918059642
391e3,3.6820949754918537,1.6155429152783216,5.748647035705385
392e3,3.689782966294324,1.6232277680625833,5.756338164526064
393e3,3.697470957096794,1.6309126096719613,5.764029304521626
394e3,3.705158947899264,1.6385974401065062,5.771720455692021
395e3,3.712846938701734,1.6462822593662696,5.779411618037198
396e3,3.720534929504203,1.6539670674513025,5.787102791557103
397e3,3.7282229203066732,1.661651864361657,5.79479397625169
398e3,3.7359109111091433,1.6693366500973856,5.802485172120901
399e3,3.7435989019116134,1.6770214246585389,5.810176379164687
4e5,3.7512868927140834,1.68470618804517,5.817867597382997
401e3,3.7589748835165535,1.6923909402573307,5.825558826775776
402e3,3.7666628743190236,1.7000756812950741,5.8332500673429735
403e3,3.7743508651214936,1.7077604111584526,5.840941319084535
404e3,3.7820388559239637,1.7154451298475188,5.848632582000409
405e3,3.789726846726433,1.7231298373623254,5.85632385609054
406e3,3.797414837528903,1.7308145337029268,5.864015141354879
407e3,3.805102828331373,1.7384992188693769,5.871706437793369
408e3,3.812790819133843,1.7461838928617275,5.879397745405958
409e3,3.820478809936313,1.7538685556800337,5.887089064192592
41e4,3.8281668007387832,1.761553207324349,5.8947803941532175
411e3,3.8358547915412533,1.7692378477947273,5.902471735287779
412e3,3.8435427823437234,1.7769224770912238,5.9101630875962226
413e3,3.8512307731461934,1.7846070952138917,5.917854451078496
414e3,3.8589187639486626,1.7922917021627867,5.925545825734538
415e3,3.8666067547511327,1.7999762979379637,5.933237211564302
416e3,3.8742947455536028,1.8076608825394778,5.940928608567727
417e3,3.881982736356073,1.8153454559673836,5.948620016744762
418e3,3.889670727158543,1.8230300182217376,5.956311436095348
419e3,3.897358717961013,1.8307145693025944,5.964002866619431
42e4,3.905046708763483,1.8383991092100098,5.971694308316956
421e3,3.912734699565953,1.8460836379440413,5.979385761187865
422e3,3.9204226903684223,1.8537681555047416,5.9870772252321025
423e3,3.9281106811708923,1.8614526618921712,5.9947687004496135
424e3,3.9357986719733624,1.8691371571063837,6.0024601868403415
425e3,3.9434866627758325,1.8768216411474379,6.010151684404227
426e3,3.9511746535783026,1.8845061140153891,6.017843193141216
427e3,3.9588626443807726,1.8921905757102948,6.02553471305125
428e3,3.9665506351832427,1.8998750262322122,6.033226244134273
429e3,3.9742386259857128,1.907559465581199,6.040917786390226
43e4,3.981926616788183,1.9152438937573124,6.048609339819054
431e3,3.989614607590652,1.9229283107606094,6.056300904420695
432e3,3.997302598393122,1.9306127165911504,6.063992480195093
433e3,4.004990589195592,1.9382971112489917,6.0716840671421926
434e3,4.012678579998062,1.9459814947341925,6.0793756652619315
435e3,4.020366570800532,1.9536658670468103,6.087067274554254
436e3,4.028054561603002,1.9613502281869044,6.0947588950191
437e3,4.035742552405472,1.9690345781545338,6.102450526656411
438e3,4.0434305432079425,1.976718916949757,6.110142169466128
439e3,4.0511185340104126,1.9844032445726336,6.1178338234481915
44e4,4.058806524812882,1.9920875610232218,6.125525488602541
441e3,4.066494515615352,1.9997718663015833,6.13321716492912
442e3,4.074182506417822,2.0074561604077776,6.1409088524278665
443e3,4.081870497220292,2.015140443341863,6.1486005510987205
444e3,4.089558488022762,2.0228247151039014,6.156292260941623
445e3,4.097246478825232,2.030508975693952,6.1639839819565125
446e3,4.104934469627702,2.0381932251120753,6.171675714143329
447e3,4.112622460430172,2.0458774633583325,6.179367457502012
448e3,4.120310451232642,2.0535616904327845,6.1870592120325
449e3,4.1279984420351115,2.061245906335491,6.194750977734731
45e4,4.1356864328375815,2.068930111066515,6.202442754608648
451e3,4.143374423640052,2.0766143046259167,6.2101345426541865
452e3,4.151062414442522,2.084298487013759,6.217826341871284
453e3,4.158750405244992,2.0919826582301027,6.22551815225988
454e3,4.166438396047462,2.0996668182750096,6.233209973819914
455e3,4.174126386849932,2.1073509671485415,6.240901806551323
456e3,4.181814377652402,2.115035104850762,6.248593650454042
457e3,4.189502368454872,2.122719231381733,6.256285505528011
458e3,4.197190359257341,2.1304033467415153,6.2639773717731675
459e3,4.204878350059811,2.1380874509301746,6.271669249189448
46e4,4.212566340862281,2.145771543947773,6.27936113777679
461e3,4.220254331664751,2.1534556257943733,6.287053037535129
462e3,4.2279423224672215,2.1611396964700393,6.294744948464404
