state,county,hospitals,coverage,avg_score,state_name,population,poverty,percent,poverty_percent,original_county,fit,lwr,upr,result
GA,EARLY,1.0,10.0,NA,georgia,10458,3089.0,29.9,0.3,Early County,1.0,-1.0,3.0,In Range
GA,ECHOLS,0.0,0.0,NA,georgia,4054,1078.0,27.1,0.3,Echols County,1.0,-1.0,3.0,In Range
GA,EFFINGHAM,1.0,55.0,57.0,georgia,55447,6031.0,11.0,0.1,Effingham County,1.0,-1.0,3.0,In Range
GA,ELBERT,1.0,19.0,20.0,georgia,19413,4101.0,21.4,0.2,Elbert County,1.0,-1.0,3.0,In Range
GA,EMANUEL,1.0,23.0,33.0,georgia,22710,7134.0,32.7,0.3,Emanuel County,1.0,-1.0,3.0,In Range
GA,EVANS,1.0,11.0,30.0,georgia,10864,2792.0,26.6,0.3,Evans County,1.0,-1.0,3.0,In Range
GA,FANNIN,1.0,24.0,17.0,georgia,23713,4612.0,19.6,0.2,Fannin County,1.0,-1.0,3.0,In Range
GA,FAYETTE,1.0,110.0,56.0,georgia,109648,7479.0,6.9,0.1,Fayette County,2.0,-1.0,4.0,In Range
GA,FLOYD,2.0,48.0,21.0,georgia,96061,19408.0,21.1,0.2,Floyd County,1.0,-1.0,3.0,In Range
GA,FORSYTH,1.0,204.0,23.0,georgia,203882,12863.0,6.3,0.1,Forsyth County,2.0,0.0,4.0,In Range
GA,FRANKLIN,1.0,22.0,22.0,georgia,22250,5227.0,24.4,0.2,Franklin County,1.0,-1.0,3.0,In Range
GA,FULTON,8.0,125.0,NA,georgia,996463,168027.0,17.4,0.2,Fulton County,8.0,6.0,10.0,In Range
GA,GILMER,1.0,29.0,24.0,georgia,28866,5623.0,19.7,0.2,Gilmer County,1.0,-1.0,3.0,In Range
GA,GLASCOCK,0.0,0.0,NA,georgia,3046,574.0,19.4,0.2,Glascock County,1.0,-1.0,3.0,In Range
GA,GLYNN,1.0,82.0,58.0,georgia,82343,15666.0,19.3,0.2,Glynn County,1.0,-1.0,3.0,In Range
GA,GORDON,1.0,56.0,50.0,georgia,55917,9800.0,17.8,0.2,Gordon County,1.0,-1.0,3.0,In Range
GA,GRADY,1.0,25.0,37.0,georgia,25308,6583.0,26.2,0.3,Grady County,1.0,-1.0,3.0,In Range
GA,GREENE,1.0,16.0,20.0,georgia,16474,3984.0,24.4,0.2,Greene County,1.0,-1.0,3.0,In Range
GA,GWINNETT,2.0,439.0,25.5,georgia,877726,116888.0,13.4,0.1,Gwinnett County,7.0,5.0,9.0,Under
GA,HABERSHAM,1.0,44.0,24.0,georgia,43753,6320.0,15.3,0.1,Habersham County,1.0,-1.0,3.0,In Range
GA,HALL,1.0,191.0,30.0,georgia,190525,31582.0,16.8,0.2,Hall County,2.0,0.0,4.0,In Range
GA,HANCOCK,0.0,0.0,NA,georgia,8519,2585.0,35.3,0.3,Hancock County,1.0,-1.0,3.0,In Range
GA,HARALSON,1.0,29.0,40.0,georgia,28615,5300.0,18.8,0.2,Haralson County,1.0,-1.0,3.0,In Range
GA,HARRIS,0.0,0.0,NA,georgia,32873,3071.0,9.5,0.1,Harris County,1.0,-1.0,3.0,In Range
GA,HART,0.0,0.0,NA,georgia,25412,5284.0,21.4,0.2,Hart County,1.0,-1.0,3.0,In Range
GA,HEARD,0.0,0.0,NA,georgia,11606,2174.0,19.0,0.2,Heard County,1.0,-1.0,3.0,In Range
GA,HENRY,1.0,214.0,135.0,georgia,213738,29088.0,13.7,0.1,Henry County,2.0,0.0,4.0,In Range
GA,HOUSTON,2.0,75.0,22.0,georgia,149228,25310.0,17.2,0.2,Houston County,2.0,-0.0,4.0,In Range
GA,IRWIN,1.0,9.0,12.0,georgia,9091,2133.0,25.3,0.2,Irwin County,1.0,-1.0,3.0,In Range
GA,JACKSON,1.0,62.0,30.0,georgia,61848,8283.0,13.5,0.1,Jackson County,1.0,-1.0,3.0,In Range
GA,JASPER,1.0,13.0,13.0,georgia,13440,2424.0,18.2,0.2,Jasper County,1.0,-1.0,3.0,In Range
GA,JEFFDAVIS,1.0,15.0,33.0,georgia,14862,3635.0,24.8,0.2,Jeff Davis County,1.0,-1.0,3.0,In Range
GA,JEFFERSON,1.0,16.0,17.0,georgia,16237,4154.0,26.4,0.3,Jefferson County,1.0,-1.0,3.0,In Range
GA,JENKINS,1.0,9.0,18.0,georgia,9129,2727.0,34.6,0.3,Jenkins County,1.0,-1.0,3.0,In Range
GA,JOHNSON,0.0,0.0,NA,georgia,9707,2418.0,30.4,0.2,Johnson County,1.0,-1.0,3.0,In Range
GA,JONES,0.0,0.0,NA,georgia,28791,4119.0,14.5,0.1,Jones County,1.0,-1.0,3.0,In Range
GA,LAMAR,0.0,0.0,NA,georgia,18212,3605.0,21.3,0.2,Lamar County,1.0,-1.0,3.0,In Range
GA,LANIER,1.0,10.0,NA,georgia,10390,2417.0,23.9,0.2,Lanier County,1.0,-1.0,3.0,In Range
GA,LAURENS,1.0,48.0,7.0,georgia,47777,11903.0,25.4,0.2,Laurens County,1.0,-1.0,3.0,In Range
GA,LEE,0.0,0.0,NA,georgia,29159,3331.0,11.8,0.1,Lee County,1.0,-1.0,3.0,In Range
GA,LIBERTY,1.0,65.0,32.0,georgia,65141,10742.0,17.2,0.2,Liberty County,1.0,-1.0,3.0,In Range
GA,LINCOLN,0.0,0.0,NA,georgia,7603,1354.0,17.9,0.2,Lincoln County,1.0,-1.0,3.0,In Range
GA,LONG,0.0,0.0,NA,georgia,17176,3666.0,21.9,0.2,Long County,1.0,-1.0,3.0,In Range
GA,LOWNDES,1.0,114.0,71.0,georgia,113563,26225.0,24.5,0.2,Lowndes County,2.0,-1.0,4.0,In Range
GA,LUMPKIN,1.0,31.0,24.0,georgia,31141,5297.0,18.6,0.2,Lumpkin County,1.0,-1.0,3.0,In Range
GA,MCDUFFIE,1.0,22.0,39.0,georgia,21535,5817.0,27.6,0.3,McDuffie County,1.0,-1.0,3.0,In Range
GA,MCINTOSH,0.0,0.0,NA,georgia,14007,3290.0,23.3,0.2,McIntosh County,1.0,-1.0,3.0,In Range
GA,MACON,1.0,14.0,NA,georgia,13818,4054.0,34.1,0.3,Macon County,1.0,-1.0,3.0,In Range
GA,MADISON,0.0,0.0,NA,georgia,28388,5534.0,19.7,0.2,Madison County,1.0,-1.0,3.0,In Range
GA,MARION,0.0,0.0,NA,georgia,8772,2255.0,25.9,0.3,Marion County,1.0,-1.0,3.0,In Range
GA,MERIWETHER,1.0,21.0,NA,georgia,21203,4931.0,23.6,0.2,Meriwether County,1.0,-1.0,3.0,In Range
GA,MILLER,1.0,6.0,NA,georgia,5923,1460.0,25.1,0.2,Miller County,1.0,-1.0,3.0,In Range
GA,MITCHELL,1.0,23.0,NA,georgia,22778,6693.0,32.6,0.3,Mitchell County,1.0,-1.0,3.0,In Range
GA,MONROE,1.0,27.0,NA,georgia,27056,3815.0,14.8,0.1,Monroe County,1.0,-1.0,3.0,In Range
GA,MONTGOMERY,0.0,0.0,NA,georgia,8975,1860.0,22.4,0.2,Montgomery County,1.0,-1.0,3.0,In Range
GA,MORGAN,1.0,18.0,17.0,georgia,17981,2673.0,15.0,0.1,Morgan County,1.0,-1.0,3.0,In Range
GA,MURRAY,1.0,39.0,38.0,georgia,39375,7283.0,18.7,0.2,Murray County,1.0,-1.0,3.0,In Range
GA,MUSCOGEE,3.0,67.0,NA,georgia,201087,42237.0,21.9,0.2,Muscogee County,2.0,0.0,4.0,In Range
GA,NEWTON,1.0,104.0,52.0,georgia,103839,19738.0,19.4,0.2,Newton County,1.0,-1.0,4.0,In Range
GA,OCONEE,0.0,0.0,NA,georgia,35147,2755.0,7.9,0.1,Oconee County,1.0,-1.0,3.0,In Range
GA,OGLETHORPE,0.0,0.0,NA,georgia,14680,2291.0,15.8,0.2,Oglethorpe County,1.0,-1.0,3.0,In Range
GA,PAULDING,1.0,149.0,21.0,georgia,148921,15777.0,10.7,0.1,Paulding County,2.0,-0.0,4.0,In Range
GA,PEACH,1.0,27.0,34.0,georgia,26828,5589.0,21.7,0.2,Peach County,1.0,-1.0,3.0,In Range
GA,PICKENS,1.0,30.0,32.0,georgia,30046,3655.0,12.3,0.1,Pickens County,1.0,-1.0,3.0,In Range
GA,PIERCE,0.0,0.0,NA,georgia,19001,3540.0,18.9,0.2,Pierce County,1.0,-1.0,3.0,In Range
GA,PIKE,0.0,0.0,NA,georgia,17760,2405.0,13.7,0.1,Pike County,1.0,-1.0,3.0,In Range
GA,POLK,1.0,41.0,19.0,georgia,41042,8351.0,20.6,0.2,Polk County,1.0,-1.0,3.0,In Range
GA,PULASKI,1.0,11.0,18.0,georgia,11478,2453.0,23.9,0.2,Pulaski County,1.0,-1.0,3.0,In Range
GA,PUTNAM,1.0,21.0,NA,georgia,21173,3967.0,18.9,0.2,Putnam County,1.0,-1.0,3.0,In Range
GA,QUITMAN,0.0,0.0,NA,georgia,2303,682.0,29.5,0.3,Quitman County,1.0,-1.0,3.0,In Range
GA,RABUN,1.0,16.0,NA,georgia,16230,3287.0,20.6,0.2,Rabun County,1.0,-1.0,3.0,In Range
GA,RANDOLPH,1.0,7.0,NA,georgia,7300,2496.0,36.3,0.3,Randolph County,1.0,-1.0,3.0,In Range
GA,RICHMOND,4.0,50.0,33.25,georgia,201149,49562.0,26.0,0.2,Richmond County,2.0,0.0,4.0,In Range
GA,ROCKDALE,1.0,88.0,35.0,georgia,87681,14983.0,17.3,0.2,Rockdale County,1.0,-1.0,3.0,In Range
GA,SCHLEY,0.0,0.0,NA,georgia,5143,1035.0,20.1,0.2,Schley County,1.0,-1.0,3.0,In Range
GA,SCREVEN,1.0,14.0,25.0,georgia,14074,3584.0,26.2,0.3,Screven County,1.0,-1.0,3.0,In Range
GA,SEMINOLE,1.0,9.0,23.0,georgia,8651,2258.0,26.4,0.3,Seminole County,1.0,-1.0,3.0,In Range
GA,SPALDING,1.0,64.0,19.0,georgia,63872,17205.0,27.4,0.3,Spalding County,1.0,-1.0,3.0,In Range
GA,STEPHENS,1.0,25.0,40.0,georgia,25455,5184.0,20.9,0.2,Stephens County,1.0,-1.0,3.0,In Range
GA,STEWART,0.0,0.0,NA,georgia,5803,1664.0,39.4,0.3,Stewart County,1.0,-1.0,3.0,In Range
GA,SUMTER,1.0,31.0,44.0,georgia,31233,9996.0,33.9,0.3,Sumter County,1.0,-1.0,3.0,In Range
